track_id,track_name,track_artist,popularity_2023,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_2025,season,year,period,popularity_categorized
6ZMda6mscE8eRkuwlw8yFB,bedsitter,soft cell,18,1xza4j8vMQdGqqQdHa30lI,non stop erotic cabaret (deluxe edition),1981-12-18,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.63,0.526,7,-9.121,1,0.0389,0.316,0.00538,0.0747,0.61,145.271,215333,12,Autumn,1981,1980s,hardly recognizable
4GDmAT5ZZyHdBo32UYDIvM,tainted love,soft cell,53,1xza4j8vMQdGqqQdHa30lI,non stop erotic cabaret (deluxe edition),1981-12-18,Classic Rock Radio,4lIywN6kXl9KPm3OQ8u8G7,rock,classic rock,0.518,0.51,0,-8.057,0,0.0352,0.476,0.0,0.292,0.651,144.543,153880,44,Autumn,1981,1980s,famous
4bnNwCbIo9vxlIpu88KV0K,der mussolini - 1998 - remaster,daf,2,2nQmZO698ZhHOkxUaCZPJS,alles ist gut,1981-03-18,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,0.593,0.796,6,-9.404,1,0.0318,0.124,0.494,0.116,0.867,156.308,235107,0,Winter,1981,1980s,hardly recognizable
6KrMDGTp9CtkMLKyftDUTD,wavelength - remastered,van morrison,44,47nhRTYeYBKV5mEfXLV4fb,wavelength,1978-09-18,Classic Rock Retrogamer,6gUFdcGzKAHyDXY9TKC6cP,rock,classic rock,0.541,0.863,0,-6.999,1,0.0703,0.0736,0.00115,0.463,0.522,142.829,346987,22,Summer,1978,1970s,hardly recognizable
3JXOMZdeJ7uMR7UfC3BN5T,top of the bill - live,scorpions,2,3fWEWigB3tgsGAUN4kNIKf,tokyo tapes (50th anniversary deluxe edition),1978-08-18,This Is Scorpions,37i9dQZF1DWViGKI2U5P2K,rock,hard rock,0.365,0.895,3,-6.118,0,0.129,0.00445,0.675,0.913,0.232,142.665,407333,0,Summer,1978,1970s,hardly recognizable
2ccUQnjjNWT0rsNnsBpsCA,surrender,cheap trick,69,5w20U3G3GyWiPvvDeVzkhN,heaven tonight,1978-04-18,The Sound of Album Rock,3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,253733,67,Spring,1978,1970s,hit
2ccUQnjjNWT0rsNnsBpsCA,surrender,cheap trick,69,5w20U3G3GyWiPvvDeVzkhN,heaven tonight,1978-04-18,Classic Rock Legends,3NcxM1LJJdua8AcRxtijNY,rock,classic rock,0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,253733,67,Spring,1978,1970s,hit
4vtraETxj6q2K58am1KLrT,surrender,cheap trick,0,6spHqr7JI2v54Heo05fKXy,heaven tonight,1978-04-18,70s Hard Rock,6pZlZ20vt3aDjIKw98aBtQ,rock,hard rock,0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,253733,0,Spring,1978,1970s,hardly recognizable
3qxBN4nWvSDibXmEq5of9E,imaginary lover,atlanta rhythm section,42,73BvB7c3P28ZAGtng7IMCt,champagne jam,1978-01-18,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.598,0.374,9,-14.085,0,0.0259,0.383,0.548,0.128,0.413,109.499,307467,51,Winter,1978,1970s,famous
1JkZg3eMQTmTn93E8Yd3UL,i want you to want me,cheap trick,70,2sXJQdHykPYcRQ7xFhwzMR,in color,1977-09-18,Classic Rock Drive,37i9dQZF1DXdOEFt9ZX0dh,rock,classic rock,0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726,191227,66,Summer,1977,1970s,hit
02eF5vF3ASltFpWHDVWkdQ,i want you to want me,cheap trick,0,1QwSRtqQHtv6yWyuIZqnWl,cheap trick/in color/heaven tonight (3 pak),1977-02-18,80s / Classic Rock,29dTrOurPDrMcrnio2q6hZ,rock,classic rock,0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726,191227,0,Winter,1977,1970s,hardly recognizable
3Sm5TYFgMXyXwgAcY2xweX,so into you,atlanta rhythm section,54,5vC0MxBXL4i9iowdXSx4yO,a rock and roll alternative,1976-12-18,The Sound of Album Rock,3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,0.622,0.409,5,-13.484,0,0.0362,0.65,0.023,0.142,0.785,86.175,260867,63,Autumn,1976,1970s,hit
3Sm5TYFgMXyXwgAcY2xweX,so into you,atlanta rhythm section,54,5vC0MxBXL4i9iowdXSx4yO,a rock and roll alternative,1976-12-18,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.622,0.409,5,-13.484,0,0.0362,0.65,0.023,0.142,0.785,86.175,260867,63,Autumn,1976,1970s,hit
41aOyMZXFwvwRpugIlNCGF,ramblin' man,the allman brothers band,15,4KZmerCJZ3z0sRoA4sArbm,brothers and sisters (deluxe edition),1973-09-18,Classic Rock Drive,37i9dQZF1DXdOEFt9ZX0dh,rock,classic rock,0.311,0.832,1,-8.29,1,0.0357,0.486,0.00128,0.235,0.933,178.873,288160,0,Summer,1973,1970s,hardly recognizable
2Q7LpkYrS0PBpoq3iCqypa,ramblin' man,the allman brothers band,16,1n9rbMLUmrXBBBJffS7pDj,brothers and sisters (deluxe edition),1973-09-18,Supernatural Classic Rock,6oghIlByD49KFGNmNU8GSH,rock,classic rock,0.309,0.831,1,-8.288,1,0.036,0.488,0.00304,0.286,0.934,181.145,288160,2,Summer,1973,1970s,hardly recognizable
3K0SJUQNbOkUprTFcwwAKN,jungle boogie,kool & the gang,63,3MRgojA0LfPka4RG7aRjsI,wild and peaceful,1973-09-18,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,0.808,0.85,5,-8.772,1,0.0868,0.115,0.000109,0.316,0.717,106.855,186533,62,Summer,1973,1970s,hit
6igsoAR6Co9u7Rq3U7mlOD,hollywood swinging,kool & the gang,54,3MRgojA0LfPka4RG7aRjsI,wild and peaceful,1973-09-18,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,0.623,0.824,6,-8.971,0,0.0479,0.0195,0.13,0.0491,0.574,111.356,279933,57,Summer,1973,1970s,famous
0iPy1MWCrOT7SjGs14zSSv,keep your head to the sky,"earth, wind & fire",46,01c1PLpIdfwy47yid7GqKB,head to the sky,1973-05-18,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.525,0.476,9,-13.202,0,0.0531,0.0321,0.0,0.566,0.37,88.943,311080,44,Spring,1973,1970s,famous
3UsbGR71AjcBYOWoUlfTdm,statesboro blues,the allman brothers band,35,4RbjXWZ3uTRGP3DRT6nvKz,the 1971 fillmore east recordings,1971-07-18,Hard Rock Cafe Classics,3sv5ViKoPDNnZRsklzEGMN,rock,hard rock,0.467,0.669,2,-9.399,1,0.0559,0.137,0.00933,0.835,0.673,126.917,284480,42,Summer,1971,1970s,famous
4jkn5PRfAJoKfXF0OPL7n7,that's the way i've always heard it should be,carly simon,45,2cuqP3kLRSgnjDmAN7SHA9,carly simon,1971-03-18,70s Pop & Rock Hits and Deep Tracks,1uKFRCQYci8kVgMy3xzTVH,rock,album rock,0.4,0.0897,0,-19.012,1,0.0288,0.938,0.000521,0.0847,0.24,70.387,258133,46,Winter,1971,1970s,famous
683b4ikwa62JevCjwrmfg6,moondance - 2013 remaster,van morrison,69,7diHYi0CglGJekoM3KaWBK,moondance (deluxe edition),1970-02-18,I didn’t know perm stood for permanent (wave),3e6gYPyrTbaB8BWgSHCt5j,rock,permanent wave,0.606,0.282,9,-12.207,0,0.0339,0.501,8.3e-06,0.152,0.563,67.409,274040,67,Winter,1970,1970s,hit
683b4ikwa62JevCjwrmfg6,moondance - 2013 remaster,van morrison,69,7diHYi0CglGJekoM3KaWBK,moondance (deluxe edition),1970-02-18,Sexy Soul 2020,5EMARioe9z9eKOeWIAC2JW,r&b,neo soul,0.606,0.282,9,-12.207,0,0.0339,0.501,8.3e-06,0.152,0.563,67.409,274040,67,Winter,1970,1970s,hit
3yrSvpt2l1xhsV9Em88Pul,brown eyed girl,van morrison,79,7dsWupQRlFuhG8FGiQAUjC,blowin' your mind!,1967-09-18,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.491,0.583,7,-10.964,1,0.0376,0.182,0.0,0.407,0.907,150.572,183307,63,Summer,1967,1960s,hit
3yrSvpt2l1xhsV9Em88Pul,brown eyed girl,van morrison,79,7dsWupQRlFuhG8FGiQAUjC,blowin' your mind!,1967-09-18,House Of The Rising Sun,1bMYfBHYBCRHY5LGkjlpSy,rock,album rock,0.491,0.583,7,-10.964,1,0.0376,0.182,0.0,0.407,0.907,150.572,183307,63,Summer,1967,1960s,hit
3yrSvpt2l1xhsV9Em88Pul,brown eyed girl,van morrison,79,7dsWupQRlFuhG8FGiQAUjC,blowin' your mind!,1967-09-18,Classic Rock Legends,3NcxM1LJJdua8AcRxtijNY,rock,classic rock,0.491,0.583,7,-10.964,1,0.0376,0.182,0.0,0.407,0.907,150.572,183307,63,Summer,1967,1960s,hit
4XP7yeRNVAR3sAmgK0ZX9k,brown eyed girl,van morrison,2,1SGveypuDZtRrDUcB3f5kA,blowin' your mind!,1967-09-18,Classic Rock Greatest Hits,6TeyryiZ2UEf3CbLXyztFA,rock,classic rock,0.491,0.583,7,-10.964,1,0.0376,0.182,0.0,0.407,0.907,150.572,183307,0,Summer,1967,1960s,hardly recognizable
1JO1xLtVc8mWhIoE3YaCL0,happy together,the turtles,74,2pMxs38Y5A0mmHrcu3twvB,happy together,1967-04-18,Classic Rock Greatest Hits,6TeyryiZ2UEf3CbLXyztFA,rock,classic rock,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,176293,75,Spring,1967,1960s,hit
4RGxUjaCmVtD30pIhtEi7w,sunshine superman,donovan,59,2ULhVPvdhT7RREnqRWM06G,sunshine superman,1966-09-18,70's Classic Rock,76lrxCrKrGDkDDf3SVPnl3,rock,classic rock,0.629,0.677,1,-7.239,1,0.0299,0.122,9.72e-06,0.0962,0.627,132.783,195000,55,Summer,1966,1960s,famous
61Q9oJNd9hJQFhSDh6Qlap,house of the rising sun,the animals,60,0h5qS8o0dAoPfj6bLg3z3Y,the best of the animals,1966-02-18,House Of The Rising Sun,1bMYfBHYBCRHY5LGkjlpSy,rock,album rock,0.315,0.534,9,-7.552,0,0.031,0.000825,0.108,0.101,0.283,116.89,269720,59,Winter,1966,1960s,famous
61Q9oJNd9hJQFhSDh6Qlap,house of the rising sun,the animals,60,0h5qS8o0dAoPfj6bLg3z3Y,the best of the animals,1966-02-18,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic rock,0.315,0.534,9,-7.552,0,0.031,0.000825,0.108,0.101,0.283,116.89,269720,59,Winter,1966,1960s,famous
6qb0O5HW7H4q6R0AbP38Ko,long tall sally (the thing),little richard,1,4CfyfJWb1HSabAjdcLeThs,here's little richard [remastered & expanded],1957-03-18,Blues Rock,56dbowk1V5ycS5jW7DSvi5,rock,classic rock,0.474,0.598,5,-5.023,1,0.0973,0.768,0.0,0.0841,0.917,184.484,131853,0,Winter,1957,1950s,hardly recognizable
71jxHnEfeDyolLb6Kr2DdS,別世界,e-girls,29,3L0Bqb0cKawJ8ymATqB0KY,別世界,2020-01-29,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.695,0.88,5,-2.965,1,0.158,0.194,0.0,0.0898,0.786,127.075,224882,17,Winter,2020,2010s,hardly recognizable
1nihX7AXe5qdt3OmDcstTb,senses,kingdøms,41,6cI8Fq1iIqpuXovoGjgQap,senses,2020-01-20,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.708,0.662,9,-7.492,1,0.0791,0.0194,0.00132,0.0882,0.281,115.999,237026,13,Winter,2020,2010s,hardly recognizable
1nihX7AXe5qdt3OmDcstTb,senses,kingdøms,41,6cI8Fq1iIqpuXovoGjgQap,senses,2020-01-20,Electro Vibes,0wHHL0TLztL3muzXLCDTQP,edm,electro house,0.708,0.662,9,-7.492,1,0.0791,0.0194,0.00132,0.0882,0.281,115.999,237026,13,Winter,2020,2010s,hardly recognizable
07uivRw9i8NFjQbxZQu6g7,ボイスメモ no. 5,chanmina,37,1GjMGhXUrUEbxXoKhTh33V,ボイスメモ no. 5,2020-01-17,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.736,0.666,8,-4.503,1,0.0417,0.0795,1.89e-05,0.332,0.22,109.958,163040,55,Winter,2020,2010s,famous
3gMJMSrU2QETbsILNuybIh,make a move - pt. 2,emma wahlin,17,5Z1moi6b6T4njtHjepFZ9q,make a move (pt. 2),2020-01-17,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.837,0.52,9,-7.575,0,0.14,0.617,0.0182,0.184,0.463,123.972,181200,6,Winter,2020,2010s,hardly recognizable
5Zjge6yCThuBMdnJdOBp9A,easy breezy,chelmico,42,2vkXnSLOX1bp1Ue7ZWJ6T4,easy breezy,2020-01-17,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.655,0.993,2,-2.026,1,0.0862,0.507,0.0,0.392,0.62,93.021,208376,43,Winter,2020,2010s,famous
34S5Vg3Jxqtjb3dosDWHpH,totsuka feat. サイプレス上野,asoboism,23,0WBa29XvFEj9npEw2gLQwE,totsuka feat. サイプレス上野,2020-01-17,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.836,0.588,7,-7.454,1,0.16,0.237,0.000913,0.0618,0.636,92.985,225412,10,Winter,2020,2010s,hardly recognizable
16q3ZjCy9TFLKReke8ul1I,we don't talk,wiktoria,42,5mWxRqWzQoUIqUwYFbs7k3,we don't talk,2020-01-17,Pop / Dance,6mXh8CUBMBsBUu88a4eAQV,pop,dance pop,0.807,0.625,6,-6.817,1,0.0428,0.0327,1.93e-05,0.0745,0.494,104.011,178768,11,Winter,2020,2010s,hardly recognizable
4wNIkl5XGiAACjFBlDWuSd,what a man gotta do,jonas brothers,73,3SgvmlSsTrMuqICaOTlo0p,what a man gotta do,2020-01-17,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.857,0.708,9,-7.158,1,0.0608,0.0101,1.95e-06,0.0908,0.333,113.015,180645,71,Winter,2020,2010s,hit
7FIWs0pqAYbP91WWM0vlTQ,godzilla (feat. juice wrld),eminem,79,4otkd9As6YaxxEkIjXPiZ6,music to be murdered by,2020-01-17,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800,81,Winter,2020,2010s,hit
58D6VqvfGiVvPkNQstmdUj,leave the light on,reaubeau,18,1yQNwKOhOWZWkZ7ooPaOz1,leave the light on,2020-01-17,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.528,0.826,7,-3.646,1,0.19,0.0859,2.28e-06,0.311,0.349,135.794,178235,0,Winter,2020,2010s,hardly recognizable
7msanQSPzDtRboYSinCW5o,sweet dreams,the fifthguys,43,7rEyk8npwLtrRAH6AoqhP7,sweet dreams,2020-01-17,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.462,0.519,9,-8.946,1,0.0372,0.406,0.0,0.103,0.245,159.934,210750,6,Winter,2020,2010s,hardly recognizable
3R8CyhJfVjvgIROd5RSGhQ,i can see,mac miller,73,5sY6UIQ32GqwMLAfSNEaXb,circles,2020-01-17,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.699,0.503,5,-9.922,0,0.0882,0.391,0.0126,0.0996,0.0546,114.86,220853,58,Winter,2020,2010s,famous
7FIWs0pqAYbP91WWM0vlTQ,godzilla (feat. juice wrld),eminem,79,4otkd9As6YaxxEkIjXPiZ6,music to be murdered by,2020-01-17,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800,81,Winter,2020,2010s,hit
2YwC2IM0ykBxtMBH9aMe5m,money talk,rich the kid,64,7BdXFwf9b2bnQ8w9A7GYwE,money talk,2020-01-17,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.804,0.641,10,-6.2,0,0.261,0.0313,0.0,0.148,0.576,154.967,174640,0,Winter,2020,2010s,hardly recognizable
5rSVQzJQ5nMUcFJDkJMfzL,first place,polo g,60,3IUuhdkjrVNZQZK9V1rB3q,first place,2020-01-17,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.656,0.566,0,-9.501,1,0.339,0.0125,0.0,0.0655,0.563,137.215,199992,50,Winter,2020,2010s,famous
1lO9CZo6eDrOy0S7khgryG,no regrets (feat. don toliver),eminem,71,4otkd9As6YaxxEkIjXPiZ6,music to be murdered by,2020-01-17,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.756,0.747,9,-5.407,1,0.046,0.0048,0.00536,0.588,0.0687,134.935,200947,55,Winter,2020,2010s,famous
35Ycb1cMPK6tyNMsTepijg,dead man walking (feat. future),2 chainz,63,5v7NpK7CAZ6IDdKiUXCtAl,dead man walking,2020-01-17,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.848,0.699,5,-5.425,0,0.157,0.0401,0.0,0.148,0.535,150.024,135507,29,Winter,2020,2010s,hardly recognizable
3Gzcb65waeZYidm0vSaelM,red light,tee grizzley,56,3QqkbNMuerqYvLZcDGp9zk,red light,2020-01-17,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.846,0.716,1,-5.516,1,0.236,0.00101,0.0,0.244,0.213,98.005,127347,33,Winter,2020,2010s,famous
4Chy83oRs3pToekNNpvTU6,her,dao,35,4cta5VqXzzYJTJSv2onh2C,her,2020-01-17,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.737,0.723,1,-9.483,0,0.0673,0.104,0.851,0.0979,0.334,89.967,123333,31,Winter,2020,2010s,famous
7tzVMfgxbeMoxpBPz4EKoK,a moment to bill it - beat edit,summers sons,33,4Lg1s1pbnwpuDnxaGkiA42,a moment to bill it (beat edit),2020-01-17,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.733,0.244,11,-10.458,1,0.0636,0.538,0.345,0.58,0.346,90.53,89933,0,Winter,2020,2010s,hardly recognizable
1sL9EukureVOZOrx69SiWB,ballin,knowsum,31,6m7u6Qi8hF8ENugh1fdiXN,sechs,2020-01-17,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.614,0.382,9,-11.951,0,0.0366,0.485,0.962,0.101,0.568,83.114,127229,4,Winter,2020,2010s,hardly recognizable
1DWZUa5Mzf2BwzpHtgbHPY,good news,mac miller,73,5sY6UIQ32GqwMLAfSNEaXb,circles,2020-01-17,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040,70,Winter,2020,2010s,hit
6eluAsb2ONjZ6tXFp062LZ,do dat (feat. dababy & lil baby),stunna 4 vegas,59,3o5M2OXfUVRsUFrd7u4a5K,rich youngin,2020-01-17,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.906,0.595,1,-6.345,1,0.444,0.0203,0.0,0.211,0.666,134.951,175653,40,Winter,2020,2010s,famous
5SiZJoLXp3WOl3J4C8IK0d,darkness,eminem,75,4otkd9As6YaxxEkIjXPiZ6,music to be murdered by,2020-01-17,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.671,0.623,2,-7.161,1,0.308,0.00998,7.55e-06,0.643,0.195,75.055,337147,57,Winter,2020,2010s,famous
7BYppcUTuG5ysmaJlGSt3t,welcome to chilis,yung gravy,56,6qxMNIMOIk7pO9DeQmxdzI,welcome to chilis,2020-01-17,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.839,0.454,10,-9.09,0,0.157,0.359,0.0,0.0755,0.804,159.987,157500,44,Winter,2020,2010s,famous
2Yv2mHzr5AQavVdwQjEokV,hand me downs,mac miller,72,5sY6UIQ32GqwMLAfSNEaXb,circles,2020-01-17,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.677,0.33,2,-11.198,1,0.149,0.474,0.000871,0.064,0.336,68.985,298440,66,Winter,2020,2010s,hit
5wwQVa7OHd9zQILs3scfun,ooouuu (feat. blac youngsta),ybn almighty jay,45,7eJwcZRJeRgEconhbu3RW5,ooouuu (feat. blac youngsta),2020-01-17,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.851,0.744,10,-6.83,0,0.197,0.0878,1.18e-05,0.147,0.645,73.97,153067,12,Winter,2020,2010s,hardly recognizable
78L2RUFISfqkmZMTCLYQJC,100 dni do matury,mata,52,2XEybHzEROxx8nLUOrtSbL,100 dni do matury,2020-01-17,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.687,0.828,6,-7.911,0,0.456,0.523,0.0,0.34,0.0999,159.934,301573,0,Winter,2020,2010s,hardly recognizable
4zbwGwOFXOSRhdh4C0LLgW,dookoła bloków,kabe,42,7fznBpWEdYBbWMLaYXOlJj,albinos,2020-01-17,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.659,0.671,9,-7.572,1,0.0502,0.0196,0.00839,0.124,0.498,115.0,144932,0,Winter,2020,2010s,hardly recognizable
6wewGfrHp3Bo9VX7BorrMS,tango,mata,49,2XEybHzEROxx8nLUOrtSbL,100 dni do matury,2020-01-17,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.648,0.595,11,-8.165,0,0.326,0.1,0.0,0.167,0.225,85.468,192560,0,Winter,2020,2010s,hardly recognizable
0oHSxbawtdWBH9N8SqCjfq,la trompeta (feat. mellemfingamuzik),camur,49,6R3a0bkDDH3klVv0voDkJn,la trompeta (feat. mellemfingamuzik),2020-01-17,DK rap,37i9dQZF1DXdhDukKQ88Cc,rap,hip hop,0.848,0.672,10,-5.728,0,0.275,0.215,0.0,0.178,0.859,105.131,169682,35,Winter,2020,2010s,famous
4bgUQ9g4Wu2RFyRGV4lCwT,øjne,marco rahim,34,0TLE1mHtpwHg1n3pMkd7Is,macs,2020-01-17,DK rap,37i9dQZF1DXdhDukKQ88Cc,rap,hip hop,0.834,0.676,10,-6.345,0,0.165,0.158,0.0,0.113,0.534,101.96,162843,9,Winter,2020,2010s,hardly recognizable
4qOesAYiMiMFiZrn2wfkl6,big drip,ufo361,70,071CPaMs5FaEXfeyoE7hYl,big drip,2020-01-17,Modus Mio,37i9dQZF1DX36edUJpD76c,rap,hip hop,0.791,0.537,0,-6.763,0,0.31,0.0413,0.000284,0.129,0.433,158.915,173785,0,Winter,2020,2010s,hardly recognizable
4NOIGsm0GLJx1VHSarqNFr,noch n schluck (feat. maxwell),estikay,52,4a0uJ4wcp7PYyquvoeIvPj,blueberry boyz,2020-01-17,Modus Mio,37i9dQZF1DX36edUJpD76c,rap,hip hop,0.672,0.587,2,-6.43,0,0.271,0.134,0.0,0.121,0.313,89.849,150707,32,Winter,2020,2010s,famous
4w6Z48Pj1DMqpeS9Hl6Opt,was ist das?,megaloh,48,5vInC5Ree5YosiajHTSBwq,was ist das?,2020-01-17,Modus Mio,37i9dQZF1DX36edUJpD76c,rap,hip hop,0.757,0.719,7,-6.761,1,0.0629,0.13,0.000801,0.125,0.68,140.998,139780,0,Winter,2020,2010s,hardly recognizable
5zntHJg9JeFCOgD0yskuq3,invierno,faruz feet,31,4f0iuEJ66gNenOENDbjva8,faruz vs. proof,2020-01-17,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,0.557,0.891,1,-6.409,1,0.31,0.0258,0.0,0.12,0.716,85.048,218154,48,Winter,2020,2010s,famous
3rEiViBB1bWVCnOwFHx1Zg,hiphopa,anexo leiruk,18,5p7uuZz5SM12WhJZOyYIXS,hiphopa,2020-01-17,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,0.698,0.798,10,-6.872,0,0.286,0.00649,0.0,0.069,0.689,90.142,187525,4,Winter,2020,2010s,hardly recognizable
4zbwGwOFXOSRhdh4C0LLgW,dookoła bloków,kabe,42,7fznBpWEdYBbWMLaYXOlJj,albinos,2020-01-17,Trap strefa,37i9dQZF1DWY3UKS6jvnxr,rap,trap,0.659,0.671,9,-7.572,1,0.0502,0.0196,0.00839,0.124,0.498,115.0,144932,0,Winter,2020,2010s,hardly recognizable
48lOCW4IXLIS1h4nzA0tV0,on my own,bran,25,3xTh5NsmO2GmI4PFy9SefN,on my own,2020-01-17,Trap Nation,0NCspsyf0OS4BsPgGhkQXM,rap,trap,0.522,0.695,11,-5.971,0,0.0499,0.112,0.0,0.101,0.121,159.778,159000,21,Winter,2020,2010s,hardly recognizable
44AIhFBXRCwSrQD7RQSBoz,breathe,t-mass,32,5LiUnHhXqJynA51cv1CDz0,breathe,2020-01-17,Trap Nation,0NCspsyf0OS4BsPgGhkQXM,rap,trap,0.513,0.849,1,-3.637,1,0.0617,0.00168,0.346,0.129,0.23,160.061,231269,0,Winter,2020,2010s,hardly recognizable
5D9ZeU2cczxUtzRDTpqLQZ,on my own,despotem,26,2IZei3lifobtKVLmtbfG46,on my own,2020-01-17,Trap Nation,0NCspsyf0OS4BsPgGhkQXM,rap,trap,0.556,0.562,0,-7.141,1,0.0859,0.204,0.0,0.126,0.115,80.093,161999,6,Winter,2020,2010s,hardly recognizable
5G126blI4eRnbpb8PbPSH2,infected brain,levianth,20,3KC2c4cj1nMKvW5PfeWD9a,infected brain,2020-01-17,Trap Nation,0NCspsyf0OS4BsPgGhkQXM,rap,trap,0.301,0.824,9,-5.921,0,0.202,0.0592,0.000951,0.137,0.134,149.737,156817,0,Winter,2020,2010s,hardly recognizable
2qHLzgKfeVZebpQLtFzLkN,tudo por nós,knust,33,6lp9JC971E6BmWq2tPCR5l,tudo por nós,2020-01-17,Trap Ouro,37i9dQZF1DWYBXtbGSCurj,rap,trap,0.637,0.63,8,-5.638,0,0.0912,0.496,0.0,0.109,0.577,106.065,154827,7,Winter,2020,2010s,hardly recognizable
3JVpozwCbw9CeB4UFhGeTR,visão,2strange,24,0wxtFIAKRxJAHWK48Zkttd,visão,2020-01-17,Dose Trap,37i9dQZF1DWWlW7KLhEhCZ,rap,trap,0.743,0.655,8,-4.409,1,0.121,0.405,1.11e-06,0.134,0.542,77.509,191516,4,Winter,2020,2010s,hardly recognizable
3Qa944OTMZkg8DHjET8JQv,woods,mac miller,72,5sY6UIQ32GqwMLAfSNEaXb,circles,2020-01-17,permanent wave,3uFyGoayrP71xS6T6Y8Bh2,rock,permanent wave,0.779,0.362,0,-10.847,1,0.0474,0.135,0.206,0.111,0.46,85.011,286387,71,Winter,2020,2010s,hit
